English,Hindi,Gadhwali,
I,मैं,मै,
am,हूँ,च,
shall we need,क्या हमें जरूरत होगी,क्या हमन जरूरत होलु?
must like,पसंद करना चाहिए,पसंद करणु चाहिन्दु
might dislike,नापसंद कर सकता है,नापसंद करी सकदु
should love,प्यार करना चाहिए,प्यार करणु चाहिन्दु
could hate,नफरत कर सकता था,नफरत करी सकदु थो
will prefer,पसंद करेगा,पसंद करला
would refuse,मना करता,मना करन्दु थो
can accept,स्वीकार कर सकता है,स्वीकार करी सकदु
may reject,अस्वीकार कर सकता है,अस्वीकार करी सकदु
ought to agree,सहमत होना चाहिए,सहमत होणु चाहिन्दु
shall we disagree,क्या हम असहमत होंगे,क्या हम असहमत होला?
must permit,अनुमति देनी चाहिए,अनुमति देणु चाहिन्दु
might forbid,मना कर सकता है,मना करी सकदु
should allow,अनुमति देनी चाहिए,अनुमति देणु चाहिन्दु
could prohibit,निषेध कर सकता था,निषेध करी सकदु थो
will support,समर्थन करेगा,समर्थन करला
would oppose,विरोध करता,विरोध करन्दु थो
can invite,आमंत्रित कर सकता है,आमंत्रित करी सकदु
may reject(person),अस्वीकार कर सकता है,अस्वीकार करी सकदु
ought to create,निर्माण करना चाहिए,निर्माण करणु चाहिन्दु
shall we destroy(object),क्या हम नष्ट करेंगे,क्या हम नष्ट करला?
must improve,सुधारना चाहिए,सुधारणु चाहिन्दु
might worsen,बदतर कर सकता है,बदतर करी सकदु

"Hello","नमस्ते","नमस्ते"
"let's go", "चलो", "चलो हिटा" 
"How are you?","आप कैसे हैं?","कन छा तुम ?"
"How are you","आप कैसे हैं?","कन छा तुम"
"What is your name?","आपका नाम क्या है?"," तुम्हार नॉउ क्या-छ?"
"Where do you live?","आप कहाँ रहते हैं?","कख रांदा तुम ?"
"It is a nice day","यह एक अच्छा दिन है","आज कु दिन ठिक छ"
"I like Hindi","मुझे हिंदी पसंद है","मेखुणी गढ़वाली पसंद छ"
"Thank you","धन्यवाद","आपुकु धन्यवाद "
"Are you okay?","क्या आप ठीक हैं?","तुम ठीक छा?" 
"Good morning","सुप्रभात","प्रणाम सवेरी ह्वेगि "
"Please help me","कृपया मेरी मदद करें","मेखुणी मद्दद करि-दया जरा सि "
"I am learning","मैं सीख रहा हूँ","मि सीखुणु छौं "
"Where is the market?","बाजार कहाँ है?","बाजार कख-च ?"
"This is my house","यह मेरा घर है","यु मेरु घौर च "
"I need water","मुझे पानी चाहिए","पाणी चांदु मेखुणी  "
"Where do you live"," कहाँ रहते है आप ","कख रांदा आप "
I am happy," मैं खुश हूँ ","मि खुश च "
i was sleeping,"मैं सो रहा था","मि सीयुणु छैय"
She is running," वह दौड़ रही है ","उ दोड़नी च"
She is sleeping," वह सो रहा है ","उ सीयुनि च"
We are working," हम काम कर रहे हैं ","हम काम कना छा"
I like this book,"मुझे यह किताब पसंद है","मीथे यु किताब पसंद च"
Do you understand?,"क्या आप समझ रहे हैं?","तुमुथे समझ आनियुच ?"
This is delicious,"यह स्वादिष्ट है","यु बहोते भल लगणु छो"
They are playing,"वे खेल रहे हैं","उ खेलना छ "
Where is the school?,"स्कूल कहाँ है?","स्कूल कखम च"
The sky is blue,"आसमान नीला है","आसमान नील होयुं"
I love you,"मैं तुमसे प्यार करता हूँ","मि तुमुथे प्यार करदु"
Open the door,"दरवाजा खोलो","दवार खवोला "
She is eating,"वह खा रही है","उ खाणीच"
What is this?,"यह क्या है?","यु क्याछ ?"
I want to sleep,"मुझे सोना है","मिथे निंद आणि"
I am learning,"मैं सीख रहा हूँ","मि सिखणु छो "
Can you help me?,"क्या आप मेरी मदद कर सकते हैं?","क्या तुम मे मदद कर सकन ?"
Where is the bus stop?,"बस स्टॉप कहाँ है?", "बस स्टॉप कखम च ?"
This is my friend,"यह मेरा दोस्त है","यु मियार दगड़िया छ"
The weather is nice,"मौसम अच्छा है","मोसम भल च "
I need water,"मुझे पानी चाहिए","मिथे पाणी चायनि "
She is singing,"वह गा रही है","उ गैयनि च "
Please wait here,"कृपया यहाँ प्रतीक्षा करें",""
The cat is sleeping,"बिल्ली सो रही है","बिडोल सीयूनि च"
Where is my phone?,"मेरा फोन कहाँ है?","मियोर फ़ोन काखम च"
I will call you,"मैं तुम्हें कॉल करूंगा","मि तुमुथे फ़ोन करौल"
He is coming soon,"वह जल्दी आ रहा है","उ जल्दि आनुच"
We are watching TV,"हम टीवी देख रहे हैं","हम टीवी देखनाच"
The car is red,"गाड़ी लाल है","गाडी लाल च"
It is raining,"बारिश हो रही है","बरख होणीच"
The food is ready,"खाना तैयार है","खाण तयार ह्वेग"
She is smiling,"वह मुस्कुरा रही है","उ मुल मुल हेसनी"
Who are you?,"तुम कौन हो?","तुम कु व्होला ?"
The sun is shining,"सूरज चमक रहा है",""
This is my house,"यह मेरा घर है","यु मिया घौर च "
I am going home,"मैं घर जा रहा हूँ","मि घौर जाणु "
He is very kind,"वह बहुत दयालु है"""
The room is clean,"कमरा साफ है","कमरा साफ च"
I can speak English,"मैं अंग्रेजी बोल सकता हूँ","मि अंग्रेजी बोल सकदु "
She is very intelligent,"वह बहुत बुद्धिमान है","वेग खोपड़ी बहोते तेज च😂 "
Please close the window,"कृपया खिड़की बंद करें","ते खिड़की बंद करा भई "
